,area,min_row,min_col,max_row,max_col,breast_area,contrast,dissimilarity,homogeneity,energy
test_Mix_DPerc0_c_1.dcm,56.0,835,197,849,213,1693536,14.03910256410256,2.8651900183150185,0.29513624220267476,0.08813072437905456
test_Mix_DPerc0_c_1.dcm,56.0,838,179,859,185,1693536,32.674107142857146,4.567321428571429,0.1902462302812471,0.10814894695078428
test_Mix_DPerc0_c_1.dcm,90.0,849,192,870,210,1693536,9.18309698879552,2.2727153361344534,0.3584274610816531,0.08395883132185918
test_Mix_DPerc0_c_1.dcm,65.0,855,372,859,395,1693536,11.161417160737813,2.652729743083004,0.3160053294726155,0.16179130245478326
test_Mix_DPerc0_c_1.dcm,52.0,858,173,869,183,1693536,22.074065656565658,3.7137626262626267,0.24115292395078525,0.1199341393084312
test_Mix_DPerc0_c_10.dcm,229.0,693,533,721,573,1692432,0.9967571394654728,0.6783386752136753,0.6924559008076165,0.15291433849002276
test_Mix_DPerc0_c_10.dcm,64.0,693,565,702,582,1692432,1.8829656862745099,1.0353094362745099,0.5666973039215686,0.19681110265578072
test_Mix_DPerc0_c_10.dcm,232.0,694,572,706,648,1692432,1.2292663476874006,0.7655422647527911,0.6625955061450418,0.19613425688030142
test_Mix_DPerc0_c_10.dcm,124.0,697,659,708,693,1692432,0.7657045049424729,0.6003443526170799,0.7163103629881705,0.24411647100726744
test_Mix_DPerc0_c_10.dcm,211.0,703,469,722,507,1692432,1.351593369685475,0.8133248379958906,0.6457063435488358,0.16812562957246582
test_Mix_DPerc0_c_10.dcm,112.0,710,452,730,471,1692432,1.0418369113573407,0.7305141966759003,0.6657719739557872,0.1878376927934161
test_Mix_DPerc0_c_10.dcm,110.0,715,416,725,453,1692432,1.107243702035369,0.7466956539873206,0.6622610001592844,0.1969725075248447
test_Mix_DPerc0_c_10.dcm,69.0,727,378,739,395,1692432,1.9229298963903743,1.049914354946524,0.5598441573834902,0.16727645334508906
test_Mix_DPerc0_c_10.dcm,58.0,731,657,736,677,1692432,0.2841282894736842,0.26817434210526314,0.8675082236842104,0.5732358264356132
test_Mix_DPerc0_c_10.dcm,50.0,732,454,749,459,1692432,0.38331801470588234,0.37159926470588234,0.8153722426470589,0.42325578701798816
test_Mix_DPerc0_c_10.dcm,85.0,732,723,737,752,1692432,0.7192657019704434,0.6148475985221675,0.7030180110837438,0.2937166775490966
test_Mix_DPerc0_c_10.dcm,63.0,745,368,758,384,1692432,0.695415998931624,0.5682992788461538,0.72856203258547,0.2395312851861272
test_Mix_DPerc0_c_10.dcm,152.0,746,294,781,341,1692432,63.09261975372941,1.5999724033924396,0.6031474959681692,0.11642129986636517
test_Mix_DPerc0_c_10.dcm,247.0,756,327,777,365,1692432,0.7653297094086569,0.5715390672627514,0.7334664463224836,0.22494206995118532
test_Mix_DPerc0_c_10.dcm,65.0,757,405,764,428,1692432,0.8271750894033503,0.5982554583098061,0.7237642339544513,0.32442888678005366
test_Mix_DPerc0_c_10.dcm,109.0,761,365,776,401,1692432,0.8155229591836735,0.5982100340136054,0.7223381602641057,0.2652841772693791
test_Mix_DPerc0_c_10.dcm,84.0,774,362,801,381,1692432,0.5171033888139152,0.4543347328435048,0.7791094991752887,0.28886670538588155
test_Mix_DPerc0_c_10.dcm,93.0,777,292,789,315,1692432,0.701086956521739,0.5885397951850522,0.7169848185411427,0.2696249006825223
test_Mix_DPerc0_c_10.dcm,67.0,779,488,796,501,1692432,0.46195088612368024,0.4217866233031674,0.7931231146304677,0.3511357527896498
test_Mix_DPerc0_c_10.dcm,75.0,781,263,793,285,1692432,1.8376746359700904,0.9480396497441954,0.6076071968150845,0.15125337285490215
test_Mix_DPerc0_c_10.dcm,50.0,792,577,799,593,1692432,0.4260540674603175,0.40435267857142854,0.7999937996031745,0.4208217384977673
test_Mix_DPerc0_c_10.dcm,132.0,794,248,823,274,1692432,0.7362085543766578,0.5657164172034862,0.7341657950315404,0.1904021620560314
test_Mix_DPerc0_c_10.dcm,156.0,822,233,841,283,1692432,0.5714258861439312,0.47351772287862515,0.773031954887218,0.2549745593430017
test_Mix_DPerc0_c_10.dcm,58.0,823,224,834,239,1692432,0.798051948051948,0.6407792207792208,0.6953376623376623,0.23718092577867278
test_Mix_DPerc0_c_10.dcm,50.0,825,285,836,296,1692432,0.6667045454545455,0.5682954545454546,0.7256931818181819,0.3363941301937736
test_Mix_DPerc0_c_10.dcm,81.0,829,204,844,222,1692432,1.0497724089635854,0.7576155462184874,0.6503337658592849,0.17878997255825269
test_Mix_DPerc0_c_10.dcm,115.0,840,204,869,232,1692432,0.8793742832381996,0.651218413610655,0.6971596948166239,0.1830471126396167
test_Mix_DPerc0_c_10.dcm,66.0,855,393,860,417,1692432,0.7433423913043478,0.5693614130434783,0.7327173913043479,0.29689072406997175
test_Mix_DPerc0_c_11.dcm,232.0,693,535,720,576,1692432,0.4947079554930165,0.4268563034188034,0.7933570134980197,0.22029312100322962
test_Mix_DPerc0_c_11.dcm,84.0,693,567,702,590,1692432,0.8377388010540183,0.6561058959156786,0.6901103425559947,0.26211235038556835
test_Mix_DPerc0_c_11.dcm,130.0,694,574,706,616,1692432,0.5627771618625277,0.4757483370288248,0.7708287139689578,0.3209262661277654
test_Mix_DPerc0_c_11.dcm,134.0,695,616,702,661,1692432,0.7372519841269841,0.5533143939393939,0.741736562049062,0.2965784742524924
test_Mix_DPerc0_c_11.dcm,72.0,698,662,708,682,1692432,0.38165204678362574,0.35891812865497075,0.8228143274853801,0.38858098402529007
test_Mix_DPerc0_c_11.dcm,335.0,703,430,730,507,1692432,2.252054962581278,0.5180358749437697,0.7686410557248342,0.19587143882623004
test_Mix_DPerc0_c_11.dcm,71.0,709,490,718,509,1692432,0.5856176900584795,0.4668006822612085,0.778358810629515,0.32343615353218325
test_Mix_DPerc0_c_11.dcm,74.0,710,574,725,588,1692432,0.5742150706436421,0.5008830455259027,0.7568916797488227,0.3165407760453516
test_Mix_DPerc0_c_11.dcm,90.0,715,418,725,447,1692432,0.528215654077723,0.4619868637110016,0.7756294471811713,0.2897879938038195
test_Mix_DPerc0_c_11.dcm,59.0,723,549,729,569,1692432,0.32052631578947366,0.31789473684210523,0.8413157894736842,0.5368544793209461
test_Mix_DPerc0_c_11.dcm,82.0,727,385,738,402,1692432,0.7266377005347594,0.6098094919786097,0.7067780748663101,0.26388680523518393
test_Mix_DPerc0_c_11.dcm,133.0,727,715,737,756,1692432,0.30646341463414634,0.304380081300813,0.8480182926829269,0.39235511213212126
test_Mix_DPerc0_c_11.dcm,51.0,731,456,749,460,1692432,0.35253267973856206,0.3337418300653595,0.8350081699346406,0.46479831797525306
test_Mix_DPerc0_c_11.dcm,56.0,743,371,758,384,1692432,0.3796932234432234,0.35945512820512826,0.8222962454212455,0.34684607579217847
test_Mix_DPerc0_c_11.dcm,172.0,746,296,781,342,1692432,52.04130602240897,1.1109634940932898,0.7093088626561457,0.16556519882358944
test_Mix_DPerc0_c_11.dcm,244.0,756,330,777,367,1692432,0.36075249356499356,0.3363812473187473,0.834246500965251,0.33277491358226374
test_Mix_DPerc0_c_11.dcm,59.0,759,314,775,327,1692432,0.7421440972222222,0.6038161057692308,0.7119247462606837,0.2750558810407961
test_Mix_DPerc0_c_11.dcm,55.0,759,411,765,429,1692432,0.29705882352941176,0.29411764705882354,0.8532352941176471,0.6188421304493801
test_Mix_DPerc0_c_11.dcm,83.0,762,367,776,390,1692432,0.47514849281153626,0.4244464774356079,0.792846962819789,0.4077168660040446
test_Mix_DPerc0_c_11.dcm,66.0,771,760,787,780,1692432,0.28812499999999996,0.28549342105263154,0.8575164473684211,0.4194861957702192
test_Mix_DPerc0_c_11.dcm,58.0,772,317,785,331,1692432,0.47856790645252184,0.4408460129613976,0.7833491828684136,0.3732436440880983
test_Mix_DPerc0_c_11.dcm,106.0,777,290,797,313,1692432,0.3160326086956522,0.30833550031204493,0.8466019606823384,0.35891020644559746
test_Mix_DPerc0_c_11.dcm,117.0,779,472,795,499,1692432,0.30281339031339033,0.3002492877492877,0.8501317663817665,0.3682207495061183
test_Mix_DPerc0_c_11.dcm,150.0,781,249,822,287,1692432,0.5458132394268467,0.4539661251431149,0.7821388201910459,0.21887990360186507
test_Mix_DPerc0_c_11.dcm,74.0,781,392,791,413,1692432,0.33539682539682536,0.3312301587301587,0.8348015873015873,0.38267008086869475
test_Mix_DPerc0_c_11.dcm,94.0,783,724,792,753,1692432,0.273745381773399,0.2726293103448276,0.8637969519704434,0.4447980296798492
test_Mix_DPerc0_c_11.dcm,133.0,788,343,813,378,1692432,0.25124737394957986,0.25063462885154064,0.8747439600840337,0.4663072562645199
test_Mix_DPerc0_c_11.dcm,50.0,788,507,794,526,1692432,0.31176900584795325,0.3089912280701754,0.8457821637426901,0.4910554277709309
test_Mix_DPerc0_c_11.dcm,1.0,806,357,807,358,1692432,0.0,0.0,0.0,0.0
test_Mix_DPerc0_c_11.dcm,52.0,806,529,810,547,1692432,0.3327205882352941,0.32291666666666663,0.8395220588235293,0.5085273608673819
test_Mix_DPerc0_c_11.dcm,58.0,807,222,822,242,1692432,0.6832001879699248,0.5672227443609023,0.7279863721804511,0.2217948296003111
test_Mix_DPerc0_c_11.dcm,1.0,807,355,808,356,1692432,0.0,0.0,0.0,0.0
test_Mix_DPerc0_c_11.dcm,85.0,823,225,834,245,1692432,0.4071949760765551,0.3804784688995215,0.8124324162679426,0.329450855191274
test_Mix_DPerc0_c_11.dcm,92.0,823,254,829,285,1692432,0.369502688172043,0.351491935483871,0.8260551075268817,0.4290368609850512
test_Mix_DPerc0_c_11.dcm,89.0,828,207,843,224,1692432,0.5292804621848739,0.4857274159663865,0.7614915966386554,0.24662052043108332
test_Mix_DPerc0_c_11.dcm,55.0,828,236,841,255,1692432,0.2597465886939571,0.2574317738791423,0.8715155945419104,0.5106437926446423
test_Mix_DPerc0_c_11.dcm,130.0,842,207,869,234,1692432,0.3778353057199211,0.3502629848783695,0.8276257396449704,0.3088952002576226
test_Mix_DPerc0_c_11.dcm,64.0,855,395,860,418,1692432,0.3479990118577075,0.3423171936758893,0.8294095849802371,0.4106257344018376
test_Mix_DPerc0_c_12.dcm,474.0,692,532,719,619,1691616,0.540314489818299,0.4555409478474835,0.7806753112951224,0.2273007579114477
test_Mix_DPerc0_c_12.dcm,130.0,695,620,702,664,1691616,0.8833953110842645,0.6200873980670493,0.716287092268197,0.2674109771695551
test_Mix_DPerc0_c_12.dcm,103.0,697,652,707,683,1691616,0.412555256869773,0.3842995818399044,0.8106757765830346,0.3401053032266971
test_Mix_DPerc0_c_12.dcm,353.0,703,429,730,511,1691616,25.116028504183433,0.7101800701055443,0.7542356555502814,0.18289774740954828
test_Mix_DPerc0_c_12.dcm,67.0,711,575,724,588,1691616,0.5840010683760684,0.5017361111111112,0.7573584401709401,0.3224739750292561
test_Mix_DPerc0_c_12.dcm,52.0,711,617,727,635,1691616,0.3262561274509804,0.31761642156862746,0.8420557598039216,0.4025374185631554
test_Mix_DPerc0_c_12.dcm,115.0,715,412,725,449,1691616,0.8003816316316317,0.5860714881548215,0.7283952702702703,0.24212414163797458
test_Mix_DPerc0_c_12.dcm,54.0,726,382,738,398,1691616,0.9407670454545456,0.7101799242424243,0.6679687499999999,0.22125728617994267
test_Mix_DPerc0_c_12.dcm,121.0,727,723,738,758,1691616,0.33542589763178,0.32960656990068754,0.8357786478227655,0.3466719749457981
test_Mix_DPerc0_c_12.dcm,50.0,731,458,749,462,1691616,0.3151552287581699,0.3151552287581699,0.842422385620915,0.4519436330005618
test_Mix_DPerc0_c_12.dcm,62.0,740,364,751,384,1691616,0.4764623205741626,0.41194078947368423,0.8004817583732058,0.32732549590615845
test_Mix_DPerc0_c_12.dcm,179.0,746,300,776,344,1691616,31.62575134869141,0.9924732995552962,0.6862257120154402,0.1622985436529835
test_Mix_DPerc0_c_12.dcm,193.0,761,331,775,368,1691616,0.34019940269940274,0.3170694733194733,0.8437782562782562,0.3787315741720234
test_Mix_DPerc0_c_12.dcm,90.0,763,368,776,392,1691616,0.3909211259754738,0.33317656075808255,0.839186176142698,0.4568596411752231
test_Mix_DPerc0_c_12.dcm,61.0,775,503,796,508,1691616,0.2719196428571429,0.26879464285714283,0.8659151785714285,0.4786642015886418
test_Mix_DPerc0_c_12.dcm,67.0,776,293,794,309,1691616,0.42123161764705874,0.40180759803921573,0.8010386029411765,0.31187403817537457
test_Mix_DPerc0_c_12.dcm,104.0,779,474,794,501,1691616,0.34383394383394383,0.3376526251526252,0.8317918192918192,0.3577133920223461
test_Mix_DPerc0_c_12.dcm,149.0,781,250,821,289,1691616,0.5852677644555175,0.468378555486349,0.777317823306526,0.21867554490678986
test_Mix_DPerc0_c_12.dcm,51.0,788,508,793,527,1691616,0.2853070175438597,0.2853070175438597,0.8573464912280702,0.543617460998161
test_Mix_DPerc0_c_12.dcm,87.0,800,341,815,366,1691616,0.29497023809523804,0.2811011904761905,0.8608363095238096,0.4204485348002962
test_Mix_DPerc0_c_12.dcm,55.0,807,224,821,243,1691616,0.7740304286356918,0.5888639868903027,0.7240092359480904,0.22024019003475903
test_Mix_DPerc0_c_12.dcm,85.0,822,204,839,222,1691616,0.9671730824682816,0.7032871972318339,0.6746152321222607,0.18052682636739686
test_Mix_DPerc0_c_12.dcm,123.0,823,216,836,247,1691616,0.5616763165150261,0.48314033636614273,0.766283429831817,0.24494163113678652
test_Mix_DPerc0_c_12.dcm,89.0,823,257,829,287,1691616,0.3652586206896552,0.3618103448275862,0.8194396551724138,0.4140165812258042
test_Mix_DPerc0_c_12.dcm,60.0,829,238,842,257,1691616,0.21556595816464236,0.21556595816464236,0.8922170209176787,0.5410210039587118
test_Mix_DPerc0_c_12.dcm,60.0,833,229,849,241,1691616,0.4960700757575758,0.4269412878787878,0.7934422348484848,0.3482976890537426
test_Mix_DPerc0_c_12.dcm,71.0,846,188,856,212,1691616,0.5447010869565216,0.4966334541062802,0.7564900362318839,0.21432081343344347
test_Mix_DPerc0_c_12.dcm,108.0,849,211,869,233,1691616,0.37549555707450444,0.35277398040555935,0.8258851674641149,0.35408627039179397
test_Mix_DPerc0_c_13.dcm,469.0,692,533,719,620,1691616,0.49179483752458897,0.42223515925400446,0.7958383882000563,0.24196683070678127
test_Mix_DPerc0_c_13.dcm,100.0,695,621,702,655,1691616,0.8176645658263305,0.6016440667175962,0.7207800165520754,0.2828734038083218
test_Mix_DPerc0_c_13.dcm,139.0,698,655,708,699,1691616,0.3592993892412497,0.3375557904627672,0.8333964646464647,0.39225780186882314
test_Mix_DPerc0_c_13.dcm,2.0,701,583,702,585,1691616,0.375,0.375,0.1875,0.375
test_Mix_DPerc0_c_13.dcm,308.0,703,431,729,508,1691616,9.403587728061414,0.5988918318523582,0.7585742293289361,0.18607762241520334
test_Mix_DPerc0_c_13.dcm,1.0,703,584,704,585,1691616,0.0,0.0,0.0,0.0
test_Mix_DPerc0_c_13.dcm,53.0,710,579,724,589,1691616,0.4268620268620269,0.39395604395604394,0.8063125763125762,0.37989303213745274
test_Mix_DPerc0_c_13.dcm,115.0,714,412,725,451,1691616,0.7380359771807141,0.571722027972028,0.7307703809348546,0.23722689570900368
test_Mix_DPerc0_c_13.dcm,68.0,714,714,721,737,1691616,0.3799642386598908,0.3528609072087333,0.8262798795407491,0.36178717959098006
test_Mix_DPerc0_c_13.dcm,58.0,724,550,729,570,1691616,0.3765625,0.3699835526315789,0.8156661184210527,0.5463032950675784
test_Mix_DPerc0_c_13.dcm,116.0,728,725,738,760,1691616,0.3503267973856209,0.3374649859943978,0.8325536881419234,0.3499516290115765
test_Mix_DPerc0_c_13.dcm,52.0,739,365,751,383,1691616,0.3892045454545454,0.35032308377896615,0.8287266042780749,0.34717412215754706
test_Mix_DPerc0_c_13.dcm,201.0,747,299,777,346,1691616,11.572443897731986,0.7672160595234299,0.7077369750520788,0.17528290581987735
test_Mix_DPerc0_c_13.dcm,100.0,760,503,795,509,1691616,0.2660819327731092,0.263140756302521,0.8687237394957983,0.506319904595677
test_Mix_DPerc0_c_13.dcm,70.0,761,332,771,353,1691616,0.41403769841269844,0.3652281746031746,0.822266865079365,0.4798454876799923
test_Mix_DPerc0_c_13.dcm,85.0,762,369,775,394,1691616,0.4107184829059829,0.35706463675213673,0.8268330662393162,0.450878121022353
test_Mix_DPerc0_c_13.dcm,103.0,766,345,778,371,1691616,0.36719405594405596,0.35298076923076926,0.824930944055944,0.4311438009695957
test_Mix_DPerc0_c_13.dcm,52.0,767,571,778,584,1691616,0.2834280303030303,0.2730113636363637,0.8645359848484848,0.6539886798631241
test_Mix_DPerc0_c_13.dcm,56.0,768,397,779,412,1691616,0.2628246753246753,0.25616883116883116,0.8725811688311688,0.5383026563031478
test_Mix_DPerc0_c_13.dcm,137.0,775,257,810,292,1691616,0.690367029164607,0.5196799307958477,0.7569956501365519,0.2101213198380341
test_Mix_DPerc0_c_13.dcm,112.0,778,475,794,503,1691616,0.3296186067019401,0.32406305114638445,0.8385240299823633,0.37571296004862886
test_Mix_DPerc0_c_13.dcm,82.0,795,567,805,592,1691616,0.33729166666666666,0.3270138888888889,0.8375208333333333,0.4337287484887775
test_Mix_DPerc0_c_13.dcm,67.0,801,346,813,365,1691616,0.3216457336523126,0.3092188330675173,0.846633273524721,0.40710592805531587
test_Mix_DPerc0_c_13.dcm,61.0,821,217,835,233,1691616,0.7778731684981685,0.6017513736263735,0.7167364926739926,0.22538403086282383
