,area,min_row,min_col,max_row,max_col,breast_area,count,mean,std,min,25%,50%,75%,max,skew,kurtosis
test_Mix_DPerc0_c_0.dcm,113.0,764,297,790,323,1693536,676.0,0.8174097495816549,0.055791430114037845,0.661109727612195,0.779542444860502,0.833618034350986,0.8579017981793238,0.9137362382757936,-0.6493318545529468,-0.3230260227608667
test_Mix_DPerc0_c_0.dcm,60.0,765,337,777,358,1693536,252.0,0.8570676228084783,0.022046002347742247,0.8211729112499705,0.8383163648187322,0.8515389513319143,0.8743853094516802,0.918515144139938,0.7346678641562358,-0.19343588103448653
test_Mix_DPerc0_c_0.dcm,184.0,772,249,795,286,1693536,851.0,0.7057011386539297,0.10145851907888898,0.42713994133851046,0.6430078744243776,0.7402386094810129,0.7826726556380545,0.8559552105018954,-0.9684178358991475,0.025526331869698164
test_Mix_DPerc0_c_0.dcm,51.0,792,257,808,265,1693536,128.0,0.8317222939238818,0.031719178588053225,0.7677317215356297,0.8075267623659899,0.8281082341510683,0.8591513186326286,0.898609980125459,0.1472801467153193,-0.9575340769932539
test_Mix_DPerc0_c_0.dcm,63.0,799,480,818,499,1693536,361.0,0.8993358333244352,0.01910503711881682,0.8664417277753915,0.8829061373233238,0.8944825842777004,0.9150925735777753,0.9512190541838677,0.5820772631312185,-0.6987627744305306
test_Mix_DPerc0_c_0.dcm,390.0,803,204,844,258,1693536,2214.0,0.7820146490512004,0.09535459877522032,0.32874455164693045,0.7405568307515994,0.8098940744065635,0.8493305331248331,0.9452007860865234,-1.4303390332693982,2.5313463415318513
test_Mix_DPerc0_c_0.dcm,62.0,804,516,809,537,1693536,105.0,0.942641521355393,0.010643836447618212,0.9179119722645932,0.9353876106864292,0.9423643072308183,0.9489208895074157,0.9719331750717456,0.284605033089262,0.15597507346818254
test_Mix_DPerc0_c_0.dcm,96.0,822,513,856,518,1693536,170.0,0.921893921250189,0.020898909660768746,0.8711127322681212,0.9055375131972483,0.925660677111079,0.9400071926130584,0.9541835837913326,-0.5010153356130705,-0.8063642563630847
test_Mix_DPerc0_c_0.dcm,67.0,822,752,845,757,1693536,115.0,0.9310148958030268,0.01297269860155469,0.9038988081208963,0.9199037139544046,0.9312153450335354,0.9414593301864072,0.9547268527146034,-0.08958999657222382,-1.0175956543881537
test_Mix_DPerc0_c_0.dcm,58.0,827,190,837,205,1693536,150.0,0.689327610921567,0.05957223774518851,0.5668810924654339,0.6516078318106808,0.685257409055344,0.7301937554092109,0.8235156376494398,0.13840762693119193,-0.46711297701430116
test_Mix_DPerc0_c_0.dcm,57.0,835,195,850,211,1693536,240.0,0.7851134003637475,0.050942991696739236,0.6786000564229119,0.7436848616010039,0.7984072331267041,0.8230567095701132,0.8756132124197638,-0.43138201224277795,-0.8305338439705803
test_Mix_DPerc0_c_0.dcm,66.0,835,822,848,836,1693536,182.0,0.8229450737144783,0.054160174106589354,0.7209239387804639,0.780007023496514,0.825973286371458,0.8690340294844079,0.9275753979655565,-0.23668776241198639,-1.0329993845089636
test_Mix_DPerc0_c_0.dcm,55.0,839,808,853,818,1693536,140.0,0.9071167897498222,0.0199411512671021,0.8625731179195707,0.8949548952292918,0.9058989523782702,0.921550858450165,0.9534238006409778,-0.04736205125735525,-0.4804389125025775
test_Mix_DPerc0_c_0.dcm,55.0,849,190,858,208,1693536,162.0,0.782622816580266,0.04882553377014325,0.669558545766787,0.747051237899665,0.7838448864292724,0.8113397931435267,0.9012637269130696,-0.17431780992049078,-0.20099204905096518
test_Mix_DPerc0_c_0.dcm,64.0,851,181,862,198,1693536,187.0,0.7458456308314504,0.047896217887150386,0.6483637688118669,0.7110475373964014,0.7414846388601986,0.7811255460304651,0.8494841653346583,0.11196776262165717,-0.6823652336467269
test_Mix_DPerc0_c_0.dcm,50.0,854,488,869,506,1693536,270.0,0.8920436642471463,0.02002218479480807,0.8613264820693481,0.8751285170303825,0.8860538403237379,0.9097955484748996,0.9417151642088312,0.398932951251156,-1.0186093963592349
test_Mix_DPerc0_c_0.dcm,59.0,855,369,859,390,1693536,84.0,0.9252528608620885,0.01766093881812544,0.8881619199517798,0.9135933870123939,0.9254292388772257,0.9391401174215603,0.9666345380341829,0.019281789568427445,-0.4240491817908414
test_Mix_DPerc0_c_1.dcm,270.0,693,544,717,630,1693536,2064.0,0.8346710391225513,0.050481651436392265,0.6507506817122335,0.8065256315309712,0.8461256046190277,0.8688767956603517,0.936284078743209,-0.926651772594126,0.7231510769748581
test_Mix_DPerc0_c_1.dcm,89.0,695,534,701,563,1693536,174.0,0.7590515751890142,0.035880971104552385,0.6780225465848368,0.7348800774010529,0.7630846495280866,0.7866730256194058,0.8286201217152676,-0.347081372493073,-0.660813135419881
test_Mix_DPerc0_c_1.dcm,105.0,696,639,709,668,1693536,377.0,0.8273072097027971,0.03732619996686535,0.7246822806880474,0.7971328207750968,0.8342228526697497,0.8585373573056656,0.906414416610866,-0.4130661066246044,-0.6522561911310417
test_Mix_DPerc0_c_1.dcm,51.0,701,519,706,538,1693536,95.0,0.7609216252824723,0.027614926175144903,0.6929905034493417,0.7427095165171396,0.7671689495629601,0.7815924265176184,0.806349126807058,-0.7208937412485835,-0.08980021824821796
test_Mix_DPerc0_c_1.dcm,79.0,704,482,711,506,1693536,168.0,0.761305047426284,0.03244107210134974,0.6750948479776471,0.743258001699777,0.7650485255247117,0.7876242854155653,0.8177383910279123,-0.7720254259133615,0.2038394701176987
test_Mix_DPerc0_c_1.dcm,97.0,709,444,731,469,1693536,550.0,0.8161206833886832,0.059840920674111175,0.6543943465853126,0.7705984759682996,0.8322292568186078,0.8633596343069195,0.909495767820873,-0.6541758603830994,-0.5549376020769315
test_Mix_DPerc0_c_1.dcm,116.0,712,461,720,500,1693536,312.0,0.8323013858527352,0.027474588319512144,0.7516733862496829,0.8172677684586548,0.8359356699263821,0.8532747494254826,0.8845360552050923,-0.750227354360627,0.30939880214843973
test_Mix_DPerc0_c_1.dcm,185.0,716,387,734,433,1693536,828.0,0.7375084302470721,0.07808733568236272,0.48039652808758404,0.6805200435884653,0.7568921921436529,0.7900276845446337,0.8806243819918382,-0.5580839362044472,-0.25990828561296314
test_Mix_DPerc0_c_1.dcm,61.0,716,427,729,447,1693536,260.0,0.8242351949808828,0.03655743657677607,0.7159884960153297,0.7944205400786525,0.8304497091920038,0.8530690192979805,0.8941571184041281,-0.383614479302101,-0.4297331967874193
test_Mix_DPerc0_c_1.dcm,83.0,722,727,736,747,1693536,280.0,0.866835171182483,0.028927444420023915,0.761594855137572,0.8465426499638924,0.868488794980155,0.889011929126433,0.9257770887452973,-0.501155373824094,0.44616090452956947
test_Mix_DPerc0_c_1.dcm,54.0,724,554,729,573,1693536,95.0,0.9302096999599944,0.017039656425420963,0.8935084426890338,0.9194340392528088,0.9330875576588655,0.9422725115978772,0.9694561897035766,-0.16283566691131152,-0.6249161223503412
test_Mix_DPerc0_c_1.dcm,116.0,727,690,738,727,1693536,407.0,0.925451645467801,0.019392411536027963,0.8782870887979002,0.9111266886383386,0.9261331559127016,0.9398635146140655,0.9710823654658889,-0.04981154611814998,-0.6537402756371367
test_Mix_DPerc0_c_1.dcm,58.0,730,638,735,658,1693536,100.0,0.9159438197630065,0.011784402609621405,0.8913610345933283,0.9080756858919949,0.9155503372330925,0.9242805941119078,0.9439638664046959,0.10134006345671377,-0.28534817240414523
test_Mix_DPerc0_c_1.dcm,63.0,733,378,755,391,1693536,286.0,0.8405984915398662,0.04487253624861702,0.7216175784878213,0.8093478188640527,0.835685955003713,0.8755978940696564,0.9492566261713553,0.15008702110850333,-0.4554044074980432
test_Mix_DPerc0_c_1.dcm,128.0,734,385,749,424,1693536,585.0,0.8370229067030301,0.0353807983069053,0.7627190505195818,0.8080608778503523,0.8382263052601522,0.8691871776880146,0.8986378079171653,-0.13601859995644897,-1.1302164858501655
test_Mix_DPerc0_c_1.dcm,55.0,744,584,763,597,1693536,247.0,0.910175777706663,0.015823412584495045,0.8745467614553266,0.8988830878335616,0.9103726199978135,0.9202814488761288,0.9500031782614704,0.14214395635017485,-0.2486755294814996
test_Mix_DPerc0_c_1.dcm,136.0,753,326,771,351,1693536,450.0,0.8306416267215914,0.042717633014829455,0.7166933265707662,0.806368337974765,0.8412857097948967,0.8613210872204107,0.9102325105512621,-0.6925410137164046,-0.40572116873310016
test_Mix_DPerc0_c_1.dcm,82.0,757,396,764,425,1693536,203.0,0.9229968388275132,0.018665608902545316,0.8887175038189179,0.9082320961837254,0.9194794467921457,0.9356710610564382,0.9704558162941661,0.4079900785117805,-0.6761888313391302
test_Mix_DPerc0_c_1.dcm,129.0,760,366,778,395,1693536,522.0,0.9100189518119486,0.028290314044975628,0.8411866148121849,0.8895518343681081,0.9087454119422473,0.9280949144866875,0.9938905951704123,0.2865311049835904,-0.028325313246585743
test_Mix_DPerc0_c_1.dcm,114.0,764,299,786,325,1693536,572.0,0.8297770267636025,0.04926477384689089,0.6938413816395999,0.7934057268912237,0.8414718516057161,0.8668141298312828,0.9297324787453387,-0.5206754599675969,-0.44554674262058025
test_Mix_DPerc0_c_1.dcm,155.0,773,260,792,297,1693536,703.0,0.7735100212566169,0.0649903042844513,0.5301884541805955,0.7453744549146236,0.7915725701334733,0.8165948525376876,0.9024520655728332,-1.1657701770028004,1.2679722999947602
test_Mix_DPerc0_c_1.dcm,50.0,777,355,783,372,1693536,102.0,0.8975152445400963,0.009518140838045464,0.8765684067520072,0.8907315717565434,0.8973485875489966,0.903525792960858,0.9204017896574781,0.22074864527051583,-0.4050965227238861
test_Mix_DPerc0_c_1.dcm,72.0,786,645,812,650,1693536,130.0,0.9418613258568861,0.013492284945390306,0.909845899440153,0.9340224881511782,0.94325752609082,0.9515447194820227,0.966435086979429,-0.31517234370568575,-0.575386049699596
test_Mix_DPerc0_c_1.dcm,61.0,795,501,808,514,1693536,169.0,0.9273308647716794,0.016379937757626556,0.8989405526098215,0.9138962145473983,0.9262690046606161,0.939162455984345,0.9663166216590948,0.4114499458725817,-0.6213976374304142
test_Mix_DPerc0_c_1.dcm,71.0,797,482,818,501,1693536,399.0,0.9079605807417532,0.01818100507563685,0.8761304059987904,0.8927956462395799,0.9044803660061735,0.9226088366297612,0.9549250079638953,0.4657522458652191,-0.7681695895227751
test_Mix_DPerc0_c_1.dcm,66.0,799,256,819,265,1693536,180.0,0.8778381148019767,0.029441143846072156,0.8134559260608947,0.8609840703847917,0.8790208383993017,0.8954824136149486,0.9483052985456004,-0.253127914327672,-0.11038671478023299
test_Mix_DPerc0_c_1.dcm,59.0,799,775,809,794,1693536,190.0,0.9382579563319147,0.022380585175395762,0.8805792088204936,0.9226433598597378,0.9374671413571551,0.956004858842548,0.9855765477944279,-0.08174434140377933,-0.3838466686019311
test_Mix_DPerc0_c_1.dcm,56.0,804,519,809,538,1693536,95.0,0.9469508116375709,0.009615095563060108,0.9243966051436785,0.9415677308637207,0.9475997556695098,0.9541006664556304,0.9645594437632788,-0.2969429004269214,-0.5526964751103468
test_Mix_DPerc0_c_1.dcm,225.0,819,215,843,260,1693536,1080.0,0.8514819153972907,0.04247639145688171,0.720161650192032,0.8261530110825555,0.8597532449814548,0.8790688690038944,0.9525494181635374,-0.6247242829289968,-0.0642313420742476
test_Mix_DPerc0_c_1.dcm,56.0,821,262,837,270,1693536,128.0,0.9205119714162513,0.017540921068281375,0.874552257467685,0.9111860039588237,0.923371844782567,0.9310265161906286,0.9626694008218222,-0.4181989447296751,0.1474817045466736
test_Mix_DPerc0_c_1.dcm,63.0,824,754,845,759,1693536,105.0,0.9327981046821522,0.014057468059944095,0.8986081943806248,0.9215017679269897,0.9332739920213422,0.9433831106346885,0.9636554166630413,0.027696888490267434,-0.5648246770439461
test_Mix_DPerc0_c_1.dcm,89.0,826,186,840,206,1693536,280.0,0.6837136335498182,0.07513631324593655,0.47018482439124337,0.6404021519782619,0.686141849905297,0.7362069754007269,0.8467432106706294,-0.3696053638301437,0.22261639954320514
test_Mix_DPerc0_c_1.dcm,53.0,833,516,852,520,1693536,76.0,0.9353879910205181,0.012608450896012618,0.9032183034491387,0.9294471168996186,0.9374955272354509,0.9446931518186452,0.9535956223563866,-0.911889333705919,0.3760042368318137
test_Mix_DPerc0_c_1.dcm,80.0,833,823,849,836,1693536,208.0,0.8428142189050036,0.04779881260351442,0.7475999329308731,0.8086561525229838,0.848425091736821,0.8806548607224822,0.9248134343739782,-0.44482196051018597,-0.8898188266944437
test_Mix_DPerc0_c_1.dcm,56.0,835,197,849,213,1693536,224.0,0.8105474393180847,0.04892541535915528,0.706797096854315,0.7667324524285035,0.8269393855646412,0.8493859661066223,0.8934073043972675,-0.44849014323010483,-1.082277078952143
test_Mix_DPerc0_c_1.dcm,56.0,838,179,859,185,1693536,126.0,0.6971851702662819,0.04669942584353488,0.5648739564955607,0.6710077233665463,0.7011547634157257,0.7392634087451337,0.7817066181177033,-0.5520796761658235,-0.09243608066047487
test_Mix_DPerc0_c_1.dcm,90.0,849,192,870,210,1693536,378.0,0.823223617824033,0.036495008901036415,0.7144052635033671,0.8057530943100482,0.8286107207970748,0.8478946185384801,0.9082960649761505,-0.6759965274617921,0.46773687940058817
test_Mix_DPerc0_c_1.dcm,65.0,855,372,859,395,1693536,92.0,0.9302061763563343,0.01729557938145838,0.9002695359751315,0.9160327520846234,0.9291141260866429,0.9443954822350827,0.9666517739816588,0.14845801229502467,-0.9192811369021816
test_Mix_DPerc0_c_1.dcm,52.0,858,173,869,183,1693536,110.0,0.7062622685052,0.03502174478161018,0.6009302332714141,0.6928816286113706,0.7089352387564756,0.7320617535547944,0.7817066181177033,-0.8834107168621954,1.012356738715187
test_Mix_DPerc0_c_10.dcm,229.0,693,533,721,573,1692432,1120.0,0.9498185013101325,0.020188773240046823,0.9008776005661434,0.9341669398934589,0.9530213194549715,0.9665659137543938,0.9862832724818531,-0.48301499900381917,-0.7460345982726692
test_Mix_DPerc0_c_10.dcm,64.0,693,565,702,582,1692432,153.0,0.938822925611237,0.01225651204812254,0.908365042612036,0.9308539531588205,0.9367926677251336,0.9504131833054089,0.9624105992880214,-0.017701196210452446,-0.7237516061518782
test_Mix_DPerc0_c_10.dcm,232.0,694,572,706,648,1692432,912.0,0.9534950350589629,0.009902811399331867,0.9250416456393651,0.9473560217035227,0.9550036747071451,0.960694213415957,0.9759196664417138,-0.5019053468042791,-0.1951152929816245
test_Mix_DPerc0_c_10.dcm,124.0,697,659,708,693,1692432,374.0,0.955319431385104,0.008158292507631832,0.9367290276941831,0.9503289713983795,0.9561233215738971,0.9616368953401676,0.9791367373042876,-0.2413326088720599,-0.319129760032308
test_Mix_DPerc0_c_10.dcm,211.0,703,469,722,507,1692432,722.0,0.9449785077744881,0.01818266746988355,0.8970349704915509,0.9291827901658662,0.9487723981465171,0.9610488310515513,0.976453811015388,-0.39216526738703705,-1.0051748401465814
test_Mix_DPerc0_c_10.dcm,112.0,710,452,730,471,1692432,380.0,0.9552158437378401,0.017395880021947314,0.911873396621402,0.9405825718993744,0.9590085763047839,0.9705254239878147,0.9849013677736346,-0.49509424368302024,-0.9242456714124895
test_Mix_DPerc0_c_10.dcm,110.0,715,416,725,453,1692432,370.0,0.9306112850386332,0.01590399112308461,0.8872728106259555,0.9190263000805245,0.9321727011294845,0.9408898767894609,0.9678888829935467,-0.26145241683682846,-0.32160804387400704
test_Mix_DPerc0_c_10.dcm,69.0,727,378,739,395,1692432,204.0,0.9314016611375464,0.01685943387272696,0.8930171398251042,0.9200613113085029,0.9377530860867362,0.9455893757321293,0.9558278938591542,-0.6888191710205531,-0.6772971140199605
test_Mix_DPerc0_c_10.dcm,58.0,731,657,736,677,1692432,100.0,0.9762359518561118,0.0022755897138572894,0.9714946750927227,0.9749388581072639,0.9760776177076741,0.9777268244063955,0.9815630836703603,0.04887725928409648,-0.20564101358642653
test_Mix_DPerc0_c_10.dcm,50.0,732,454,749,459,1692432,85.0,0.9802295474893633,0.0031588665345568976,0.9738384029307001,0.978360919974379,0.9807835397724154,0.9826707060774557,0.9864875414747487,-0.37649156808715317,-0.6105333622587423
test_Mix_DPerc0_c_10.dcm,85.0,732,723,737,752,1692432,145.0,0.9752322684344696,0.0053899987696938365,0.962192697516487,0.9723722500293022,0.9754713168685397,0.9787237980787977,0.9869607855358788,-0.41045770001904835,-0.17655047584007347
test_Mix_DPerc0_c_10.dcm,63.0,745,368,758,384,1692432,208.0,0.9558178170799726,0.007474224347446762,0.9416310573359958,0.9501304496730454,0.9565553383638716,0.961741360344436,0.970298315556148,-0.19689145232328287,-0.971099951777826
test_Mix_DPerc0_c_10.dcm,152.0,746,294,781,341,1692432,1645.0,0.917806070398174,0.0873846414263798,0.0,0.9062602850864285,0.9361495615549157,0.9538192598238638,0.9760951239564328,-7.7338587375967105,73.53570773697298
test_Mix_DPerc0_c_10.dcm,247.0,756,327,777,365,1692432,798.0,0.9611422010264277,0.011593238902747546,0.9219175866620627,0.9562961118081559,0.9645642712063897,0.9690558975595491,0.9793126575273003,-1.04836984494037,0.47025389585692046
test_Mix_DPerc0_c_10.dcm,65.0,757,405,764,428,1692432,161.0,0.9836212911380573,0.004864546710213729,0.9734145136180574,0.9793396716704752,0.9850923744463091,0.9872575009801774,0.9920505825193358,-0.46007649987065996,-0.9081641218946872
test_Mix_DPerc0_c_10.dcm,109.0,761,365,776,401,1692432,540.0,0.9772087054371645,0.006500605825402014,0.9644818161037656,0.9724964476248477,0.9758695373830395,0.9811135633961101,0.9950388582509355,0.6494635209587951,-0.16790228755682537
test_Mix_DPerc0_c_10.dcm,84.0,774,362,801,381,1692432,513.0,0.9779730511852573,0.005578387869054299,0.9674286686703445,0.9740619953327172,0.9775446379320452,0.9819573188891823,0.9908670255686907,0.1948234967857244,-0.6654566994623136
test_Mix_DPerc0_c_10.dcm,93.0,777,292,789,315,1692432,276.0,0.9591003363163749,0.0069073467212565475,0.936410326195546,0.9550501862258796,0.9603391957915378,0.9641801789922617,0.9771599579827885,-0.6078137752490508,0.549648949097244
test_Mix_DPerc0_c_10.dcm,67.0,779,488,796,501,1692432,221.0,0.9775778043319896,0.0044677975023906585,0.9681182187122458,0.9746208105042682,0.9773158638606432,0.9805444497514715,0.9892650866554048,0.1802227784471656,-0.35300482880389783
test_Mix_DPerc0_c_10.dcm,75.0,781,263,793,285,1692432,264.0,0.93430496940437,0.019095313675274676,0.8940441643316648,0.919192274098652,0.9377785078006537,0.9503591218832177,0.9661546264432326,-0.39490080246047204,-0.8839764627363522
test_Mix_DPerc0_c_10.dcm,50.0,792,577,799,593,1692432,112.0,0.9824069034400083,0.003065480097234507,0.9745313799813691,0.9801746557309063,0.9822846158290692,0.9846543175404863,0.9897353428112343,0.0022623372445783104,-0.30003915779964097
test_Mix_DPerc0_c_10.dcm,132.0,794,248,823,274,1692432,754.0,0.960020379624592,0.015276125165891039,0.9167043703624836,0.949492241275837,0.9641077427848148,0.9711423460425046,0.9858297961657934,-0.6609092317820046,-0.49462655831145247
test_Mix_DPerc0_c_10.dcm,156.0,822,233,841,283,1692432,950.0,0.9735922820430183,0.008264093640374729,0.9423590076426183,0.9691738525682743,0.9738393311077244,0.9791414315721374,0.9949108630606478,-0.4947454477840793,0.7979409664243121
test_Mix_DPerc0_c_10.dcm,58.0,823,224,834,239,1692432,165.0,0.9546150645884633,0.009663073629846555,0.9293985788243729,0.9507180711312414,0.9555355965461978,0.9615151377789509,0.972243923392947,-0.836556436627764,0.21202201074760274
test_Mix_DPerc0_c_10.dcm,50.0,825,285,836,296,1692432,121.0,0.9794038165853041,0.003820804195791069,0.9693641698340363,0.976778522373074,0.9795820220115228,0.9819879335948483,0.9883549062401541,-0.02526189097326054,-0.14035415025924758
test_Mix_DPerc0_c_10.dcm,81.0,829,204,844,222,1692432,270.0,0.9357018328003741,0.01576521638519369,0.8963655858530521,0.9222821997985912,0.9380942627304543,0.9489898856971768,0.9630588292020739,-0.3419200946171005,-0.9011869770057486
test_Mix_DPerc0_c_10.dcm,115.0,840,204,869,232,1692432,812.0,0.9637324688874765,0.013851665487613664,0.9139546342825133,0.9565482493610955,0.9663669442332501,0.9736710309673461,0.9910518928908116,-0.9133091496578695,0.8472706473485707
test_Mix_DPerc0_c_10.dcm,66.0,855,393,860,417,1692432,120.0,0.9822657389679954,0.005701456539838161,0.9726614187807656,0.9789538303058101,0.9821077025733017,0.9862991739821692,0.9943353436566054,-0.0030902006052322926,-0.7071359266506401
test_Mix_DPerc0_c_11.dcm,232.0,693,535,720,576,1692432,1107.0,0.9688368175948638,0.012333405790262642,0.9393856616176028,0.9592338324125746,0.9703092749081457,0.9795080247687267,0.9909223247691732,-0.4375458143075334,-0.7990819196431003
test_Mix_DPerc0_c_11.dcm,84.0,693,567,702,590,1692432,207.0,0.9643021338173796,0.0076266704360289685,0.9458670668261318,0.9586263803476812,0.9636406724508997,0.9709737771406484,0.9785788986334862,-0.13714051816767547,-0.6710804524432374
test_Mix_DPerc0_c_11.dcm,130.0,694,574,706,616,1692432,504.0,0.9702989590781079,0.005164033942489281,0.9550316450322549,0.9672655430944895,0.9709719205694411,0.9744071842120242,0.9791805393316022,-0.6951386733719996,0.014280134605853208
test_Mix_DPerc0_c_11.dcm,134.0,695,616,702,661,1692432,315.0,0.9711522933499769,0.005803337328073357,0.9564023800900199,0.9674695165269476,0.9707764224019055,0.9756600849859187,0.983902714772773,-0.139152976282002,-0.5037497618794341
test_Mix_DPerc0_c_11.dcm,72.0,698,662,708,682,1692432,200.0,0.9727227336903248,0.004277575982694627,0.9614810349366978,0.9695062207873547,0.9736132465962413,0.9764078698923966,0.9794975259354646,-0.5032375735881268,-0.580485016186643
test_Mix_DPerc0_c_11.dcm,335.0,703,430,730,507,1692432,2079.0,0.9621958635577037,0.021363510369516715,0.6692078681811461,0.9523981652311602,0.9668570959701029,0.9778693268227192,0.9900752328622833,-2.824192069222663,24.764624972646224
test_Mix_DPerc0_c_11.dcm,71.0,709,490,718,509,1692432,171.0,0.9702243195610262,0.005401035381591582,0.9588663011124275,0.9665507241111122,0.9707055823663377,0.9744667355837939,0.9807023276811715,-0.39497321620745135,-0.7136393017034703
test_Mix_DPerc0_c_11.dcm,74.0,710,574,725,588,1692432,210.0,0.9850061273304274,0.004526886157607683,0.9732159876143005,0.9823757312581506,0.9851923464823417,0.9880901447159263,0.9939659151500712,-0.47994188968199814,0.000318112928220526
